author,rating,comment,date
Michael Rasmussen,4.0,It will scratch your pizza itch if you need. Not the best but I'd recommend.,5 years ago
Sandipan Saha,3.0,Too expensive.,a year ago
Arun Sah,4.0,Good atmosphere to chill out,7 months ago
Suvendra Mukherjee,5.0,"The most authentic Italian food joint in kolkata, serving finger licking stuff.",4 years ago
Fahed Sheikh,4.0,Authentic Italian cuisine! Worth visiting if you love proper Italian,2 years ago
Tanmoy Roy,3.0,Food taste is not up to the mark... Very average with respect to the value of it...,3 years ago
Abhinav Chaturvedi,3.0,Big pizza place but costly and services are not so good,5 years ago
Kanodia Minerals & Chemical CO.,3.0,Air conditioning was very poor and must enclose the cooking side by glass to avoid cooking smell etc.,4 years ago
Deepak Gutgutia,5.0,Great ambiance. Friendly & very attentive staff.,a year ago
Vishal Jalan,5.0,The only authentic Italian restaurant in town. Everything on the menu is perfect.,5 years ago
Umang Panchal,2.0,It will burn a hole in your pocket. Very expensive. Simply charging for the place where it's situated.,6 years ago
Avishek Chauhan,4.0,Just love this place.. staff n ambiance is very professional n good.,4 years ago
Rajat Kothary,3.0,Dishes are a little blandish to our taste. They should reengineer the menu,4 years ago
Pramita Dutta,5.0,Loved the ambiance.,4 years ago
surbhika S,4.0,Good option for authentic Italian food....wid great ambience,4 years ago
Suraj Gautam,5.0,Nice to visit here,4 months ago
Anil Kumar Rai,5.0,Nice dining destination,4 months ago
Soma Bhattacharjee,5.0,Quality & portion sizes are amazing! Food : 5/5   |   Service : 5/5   |   Atmosphere : 4/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 4/5 ,11 months ago
kanmani karthika,3.0,Awesome place.... delicious  ,7 months ago
shivakrishna krishna,5.0,"Nice food , best service Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ",7 months ago
Dr.Indranil Banerjee,5.0,"Wowsome food....felt like I was eating food in Navigli,Milan,Italy",2 years ago
Subrata Das,4.0,Nice place time visit if you care for some good Italian food.,5 years ago
Ayesha Rehan,5.0,"Good food, nice ambience... courteous and helpful staff",4 years ago
Indra Banerjee,4.0,A decent place.. Price is just a bit on the higher side.. Still a nice place..,6 years ago
Ratul Mukherjee,5.0,"What's not to like. Good food, great drinks and a very good ambience..",5 years ago
manoj kumar,4.0,"Super place,food for hangout Food : 4/5   |   Service : 4/5   |   Atmosphere : 4/5 Food : 4/5   |   Service : 4/5   |   Atmosphere : 4/5 ",7 months ago
Vikas Murarka,4.0,Always a pleasure visiting F&I. One of the best places in town for Italian Food.,6 years ago
Rachit Murarka,5.0,Amazing food nice decor friendly staff,4 years ago
subhas maurya,4.0,Nice obe,7 months ago
Anshu,5.0,Simply  amazing Italian food. Awesome food,a year ago
Anish Goyal,3.0,Not upto expectations. Decent food not worth the prices.,2 years ago
Anshul Agrawal,2.0,The food is not as good as expected. Menu doesn't have too many options,6 years ago
Debraj Purkayastha,4.0,"Was crowded on my last visit though, but i heard is quite a good placeto hangout with friends or family. Looking forward for my next visit.",7 years ago
Shoma Sengupta,4.0,Liked the place and the ambience. One star less only for the prices which is on the higher side,4 years ago
todd christian,5.0,Excellent pizza great crust Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,8 months ago
atul mishra,4.0,Good place but bit overcrowded. Service is slow.,2 years ago
Kalpita Garia,5.0,Best spot and good food Food : 4/5   |   Service : 4/5   |   Atmosphere : 4/5 Food : 4/5   |   Service : 4/5   |   Atmosphere : 4/5 ,7 months ago
dadasaheb gopinath,5.0,Nice service tasty food,7 months ago
Sanu Biswas,1.0,"not recomend, its too high profile restaurnt, normal people can't affors that.",4 years ago
Arijit Ghose,4.0,Loved the music and food. The meal was quite filling and satisfying.,4 years ago
Nikkhil Singhi,4.0,Casual great pizza place. Always fun to go here,5 years ago
Ravi Goel,1.0,The guards did not allow my lady to go to the washroom,a year ago
Ashish AKS,3.0,Awesome food but quite expensive . Ambience is awesome.,4 years ago
sharad jain,5.0,Good ambience great food. well stocked bar ,5 years ago
Ritesh Saha,5.0,"One word to describe this place.... ""Good Food-Good Mood""",2 years ago
Telugu Facts (True Facts),5.0,Good Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,2 months ago
Ruma Majumdar,4.0,"If you want Italian food,  this is a must place.",2 years ago
Upendra Das,5.0,Best pizzas in town but a bit on the pricey side,3 years ago
Alap Ukil,1.0,The most unethical locale around Central Kolkata.,a year ago
SWATI AGRAWAL,4.0,"Tasty n yummy food, worth going thr.",a year ago
Amit Sahai,5.0,Absolutely world standard pizzas. Fantastic quality and service.,3 years ago
Seema Jain,5.0,Amazing environment.. Awesome food and lovely service,6 years ago
Sanjay Mimani,4.0,Awesome food  but no choices of Beer were available,4 years ago
Supriyo Achariya,5.0,"One of the best experiences. Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Recommended dishes 
Pizza India Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Recommended dishes 
Pizza India ",6 months ago
Anirban Dhar,4.0,Authentic thin crust pizza with more than 15-20 flavors.,3 years ago
Hemant Kolate,5.0,Beautiful place!,5 months ago
Amrita Howlader,5.0,Best pizza in town!! Very very good although slightly expensive,5 years ago
Ritesh Kumar,1.0,Costlier then it seems nd not at all value for money.....not such outstanding varieties of food.,5 years ago
Francesco Bonacia,4.0,"Very good Italian food,  and excellent table service",6 years ago
Archit Tantia,4.0,Good food! Service could have been better.,6 years ago
Aditya singh,5.0,Awesome place to dine out,7 months ago
Asit Saha,4.0,Best place in Kolkata to enjoy thin crust pizzas and Italian delicacies,5 years ago
Shishir Sourabh,5.0,Awesome pizza name Pollo.....think crispy crust .....great service.,5 years ago
sandeepkumar velagapalli,5.0,Very delicious Italian food Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,7 months ago
NEO ONLINE,4.0,Best place for Italian Pizza...,7 months ago
suvankar ghosh,4.0,Nice ambience and food quality is too good.,4 years ago
Sayani Bhattacharya,4.0,Ambience is wonderful.. Food was okay but the price is overrated..,4 years ago
Chinmaya Nathany,5.0,Amazing Food! Slightly Overpriced! Average Ambience!,9 years ago
Jayant Tolambe,5.0,Food is really tasty   Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,7 months ago
ishan biswal,5.0,A liitle pinch too you pocket.. but serves good variety of pizzas and continental food,6 years ago
mithun premraj,2.0,"Overpriced, pizza not great",10 months ago
Anjan Sarkar,5.0,Great place for Italian food. Lively ambience.,2 years ago
Govind Narayan,3.0,Has great collection of wines combined with good Italian food,3 years ago
Karuna Chandaliya,3.0,Nice place want to visit,7 months ago
Aaryan Parida,5.0,Good food,7 months ago
Sameena Begum mulla,4.0,Too good,7 months ago
Zubair Khan,5.0,Good food,7 months ago
Avinash bonthu,5.0,Very good Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,7 months ago
sindhuja bhupathi,5.0,Best food Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,7 months ago
Manohar Kumar,5.0,Nice food Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,7 months ago
Abbas Sk,5.0,Very good Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,7 months ago
md nazish alam,3.0,Nice one Food : 4/5   |   Service : 3/5   |   Atmosphere : 3/5 Food : 4/5   |   Service : 3/5   |   Atmosphere : 3/5 ,7 months ago
Manju Sethia,5.0,"Just superb Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Recommended dishes 
Antipasti, Bruschetta Al Pomodoro, Rondelle Di Potate Fritte, Funghi Pizza, Pesto Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Recommended dishes 
Antipasti, Bruschetta Al Pomodoro, Rondelle Di Potate Fritte, Funghi Pizza, Pesto ",3 months ago
Nilesh Lodha,4.0,Great pizza! Great location. Good ambience!,4 years ago
Nikhil Aher,5.0,Very Good,7 months ago
Narayan Thorat,4.0,Very good,7 months ago
Sanjay M,5.0,Very good,7 months ago
Seenu Sharma,4.0,Very good,7 months ago
Ajith Kumar,5.0,Very nice,7 months ago
Soumitra Deb,5.0,The best and most authentic pizzeria in town,a year ago
Dr A J,3.0,Service and ambience good... food not that great,3 years ago
moiz chunawala,4.0,One of my favourite places for authentic Italian  pizzas.,6 years ago
Rushd Mowjee,4.0,Great Italian. One of the city's best Italian restaurants,5 years ago
Anandi Mukherjee,5.0,It is the best pizzeria in the city. Great food.,3 years ago
Bhaskar Chakraborty,2.0,"No popular food available, price is very high",3 years ago
Arnab Banerjee,1.0,Very costly One plate potato fried chips 500 Rs  less options for food,5 years ago
Amit Aggarwal,2.0,Poor pizza decent dessert overpriced,11 months ago
Aniket Kislay,5.0,"Conventional pizzeria, great pasta, quiet ambiance, and drinks. All in one. Cool!",4 years ago
Sadhna Bhatia,5.0,Excellent experience...yummy food good ambiance,4 years ago
Arijit Kayal,5.0,Loved their brand of pizza Food : 5/5   |   Service : 3/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 3/5   |   Atmosphere : 5/5 ,8 months ago
Dilip Chopde,5.0,Nice experience,2 months ago
Sanketh RB,5.0,Wonderful Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,4 months ago
navjot singh,5.0,Good Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,4 months ago
INDRA NARENDRA,5.0,Nice place... nice staff Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,7 months ago
Varnika Chabria,4.0,The ambience is family friendly and food is really good.,6 years ago
Krish Ajmera,5.0,Great quality Italian since it opened. Gotta have their LIIT's!!,4 years ago
Aparup Das,5.0,One of the better Pizzerias of Kolkata delivering an authentic taste,3 years ago
amit jha,5.0,A must visit place for pizzas and pastas and amazing tiramisu's !!,4 years ago
Uddipan Dutta,4.0,Today se had a late lunch with my son Good food Cheers!! ,6 years ago
Suchira Sengupta,3.0,The three stars are only for the hospitality and ambience.,a year ago
Poonam Saha,4.0,Food was not good enough. But we loved the ambience.,5 years ago
ASHISH KUMAR CHOWDHURY,5.0,"Good food, well behaved staff.",3 years ago
Pavankrvs,5.0,Nice place to go with family Food : 4/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 4/5   |   Service : 5/5   |   Atmosphere : 5/5 ,7 months ago
Partha Kes,3.0,Over priced food. Great ambiance and service,4 years ago
Kamalesh Yadav,5.0,Good Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,4 months ago
iftekhar shaikh,5.0,Outstanding quality of food  ,7 months ago
Shubham Rastogi,5.0,Awesome,4 months ago
Vikas Patil,4.0,Good and always visit Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,7 months ago
Flowrence PRASANTH,5.0,Nice,5 months ago
Ashwani Stevens,4.0,Good food and a nice place to catch up with friends.,6 years ago
Ashutosh Dubey,5.0,Best Experience,3 months ago
Waseem,4.0,Best place for Italian food,7 months ago
182 Rohan Nandy,5.0,The food was amazing   . Food : 4/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 4/5   |   Service : 5/5   |   Atmosphere : 5/5 ,9 months ago
sunil garg,4.0,Great food...though prices on the higher side...,6 years ago
Nischay Mall,5.0,This is the only place in Calcutta that serves authentic Italian cuisine,6 years ago
Sourav Poddar,5.0,Awesome place. Lovely Italian food...,4 years ago
Ratan Postwalla,4.0,"Good food, buzzing atmosphere, efficient service.",5 years ago
Dr. Alan James,5.0,"Amazing place to visit . Though a bit expensive , worth each penny ...",3 years ago
Shreya Marie Banerjee,5.0,Excellent thin crust pizza!! Hawaiian pizza and pepperoni especially tasty!,3 years ago
RUDRANEEL RAY,5.0,"The pizza is nice and crispy,the ambience is good too",4 years ago
Paritosh Shaw,4.0,Very costly. You need to have lots of money to visit this place.,3 years ago
Vinnay Dalmia,5.0,Always the best Italian food.,a year ago
Manjit Kumar Das,5.0,They serve the best Italian food in Kolkata.,2 years ago
Iron addict YBLWB,5.0,Best place ever Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,4 months ago
Hirak Dasgupta,3.0,Great experience .... Went after years .... Super Pepperoni Pizza's  ,7 years ago
Vineet Kedia,5.0,Amazing italian food and paregena pizza with  LIT is a must have,5 years ago
Kiran Bhalerao,4.0,Nice test and atmosphere Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,7 months ago
Basantika Ghosh,5.0,This is absolutely a fantastic place to taste Italian dishes,4 years ago
Abhishek Roy,3.0,Food is not upto the expectations when compared to the price points at which food is served,5 years ago
Pradeep Parik,5.0,"Very good Italian food, great service",6 years ago
Suvendu Dey,4.0,One of the best places for authentic Italian cuisine.,5 years ago
Hasan shareef Mohd,5.0,Nice place have food,7 months ago
Shazia Sabir,1.0,I really wish to go dt place jst bcoz thy serve i cnt go,3 years ago
Fazal Ahmed,5.0,Food was very excellent n service was very excellent i love fire n ice........,9 years ago
Prince Yadav,5.0,Very nice place with great food and drinks..peace everyone,5 years ago
Navendu Lad,2.0,"The pizza was good, but the waiter forgot the antipasto.",4 years ago
VIVEK CHHIBBER,3.0,Just fine. Not too good,a year ago
Aryan Dhanuka,5.0,Oh man! The fungi pizza nad the pesto Spegetii is a must have!,6 years ago
Kalpana Singh,5.0,Very awsome place in kolkata maidan metro near,4 years ago
Subha Gupta,2.0,Please offer Vegan food. Everything vegetarian can be made Vegan,3 years ago
Bala raju,5.0,Very good .. super Food : 2/5   |   Service : 4/5   |   Atmosphere : 5/5 Food : 2/5   |   Service : 4/5   |   Atmosphere : 5/5 ,7 months ago
Arvind Jhunjhunwala,1.0,Overpriced. Too stingy on drinking water. No value for the money they charge.,5 years ago
Basant Sharma,5.0,Awesome food and service Food : 5/5   |   Service : 5/5 Food : 5/5   |   Service : 5/5 ,7 months ago
Arka Roy Chowdhury,5.0,Good food. Nice ambience,2 years ago
Laurige Boyer,5.0,Definitely the best Italian restaurant in town!,2 years ago
Priyanka Pal,2.0,I have ordered pizza but it's not tasty at all.,2 years ago
Payel Mukherjee,5.0,This was in my wish list from months.. Tried two items only have to go again,3 years ago
M C,4.0,Some innovative pizza ideas. Good variety of food.,7 years ago
Jollies10,1.0,The worst food ever that too with the price so high.,4 years ago
Ashish Agarwal,4.0,Very nice look...and food is very yummy,5 years ago
Abhishek Halder,5.0,Amazing as always,a year ago
Prabir Kumar Chatterjee,3.0,An ideal place to enrich your taste buds with an Italian test,4 years ago
shashank chauhan,5.0,Great place to hangout,7 months ago
shreya G.M,4.0,Great place to hangout,7 months ago
Stephen Lawrence,5.0,"Great pizzas, fresh salads and clean environment.",5 years ago
Abhishek Sinha,5.0,Lovely food. Loved it yummy pizza.,4 years ago
Mouni Mounika,5.0,Very tasty food Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,7 months ago
Jay Ram Chaudhary,5.0,Food and service is amazing Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,7 months ago
abhishek bose,5.0,Excelent pizza pastas and drinks. Huge place.,3 years ago
141 Neha Khatkar,5.0,"Awesome place Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Recommended dishes 
Chocolate Mousse, Pesto Bacon Pizza, Pollo Pizza, Pizza Napolitana Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Recommended dishes 
Chocolate Mousse, Pesto Bacon Pizza, Pollo Pizza, Pizza Napolitana ",2 months ago
Abhilash Das,5.0,Good food but pretty expensive,6 years ago
Fazal Mirza,5.0,The best Quality Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,5 months ago
Pallavi Jalan,5.0,The best place for amazing authentic Italian in Kolkata!,5 years ago
Sanjeev Shriya,4.0,"Great food, great vibe.. a place to go again and again",4 years ago
Vaishali Trivedi,5.0,Best pizzas in town but on little  expensive side !,5 years ago
Subiraj Shetty,5.0,Very authentic & tasty Pizza's,2 years ago
Nanu Gelda,5.0,One of the best places for Italian food in Kolkata!,6 years ago
SUNNYSMATION,4.0,Good but expensive .. and its only for pizza lovers,2 years ago
arpita Pande,5.0,Best pizza place ever. Do try the polo pizza.,5 years ago
Chetan Agarwal,5.0,I love this place. Pizza omg I just love it,9 years ago
Manish Saraf,5.0,V good ..,11 months ago
Kamalkumar Bhanja,5.0,Excellent food at reasonable price.,3 years ago
Rohit Dugar,5.0,Lovely food... good ambience!!,6 years ago
Umesh Singh,5.0,Everything was owsm Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,5 months ago
Anindita Deb Sarkar,5.0,"The spread, the ambience and the service everything still remains at par.",4 years ago
         ,1.0,Higher price with not such great food,4 years ago
Piyali Pal,5.0,Awesome!! Best Italian food in Kolkata. ,4 years ago
Ramesh Ruia,4.0,Cool place for beer & pizza. Overpriced,5 years ago
Ashwani More,2.0,Service very poor  Food quality getting detroaiting,4 years ago
aditya rajmane,5.0,Very nice place .... Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,7 months ago
Sanchari Roy Chowdhury,5.0,Clay oven baked pizza & perfect ambience for some quite conversation,4 years ago
Mom Ganguly,3.0,reasonably good food but too expensive,5 years ago
Arijit Paul,4.0,Good italian food with some great wine!,6 years ago
Soubhik Dutta,5.0,Very good location but bit pricey,5 years ago
arvind malakar,5.0,omg!I love pizza. .lucky sweety also funnnn,8 years ago
Gurpreet Gill,5.0,Great place for some authentic Italian Pizza.,5 years ago
Sahana Maz Agarwal,5.0,The thin crust pizza place... The best in town. ,5 years ago
Sudarsan Mandal,5.0,Good experience Food : 4/5   |   Service : 4/5   |   Atmosphere : 4/5 Food : 4/5   |   Service : 4/5   |   Atmosphere : 4/5 ,6 months ago
Loy Lobo,5.0,Great Italian in the heart of Kolkata,a year ago
Chelikani Santosh Kumar,4.0,Must try,7 months ago
suchanda chowdhury,5.0,Best Aglio Olio with Bacon topping ever!,5 years ago
A     A    ,5.0,Awesome place Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,5 months ago
Ashwani Kumar,4.0,Nice place to visit Food : 4/5   |   Service : 3/5   |   Atmosphere : 4/5 Food : 4/5   |   Service : 3/5   |   Atmosphere : 4/5 ,7 months ago
Minakshi Kauntia,5.0,The Food is delicious !! Food : 5/5   |   Service : 4/5   |   Atmosphere : 4/5 Food : 5/5   |   Service : 4/5   |   Atmosphere : 4/5 ,7 months ago
Vishal tiwari,1.0,This place is good for reach family not for middle class,4 years ago
Hrittik,5.0,Nice place to visit,7 months ago
Asmita Roy,3.0,"Food was good, the ac was too cold.",5 years ago
Deepanshu chourasiya,5.0,One of the best,5 months ago
Akashdeep Basu,4.0,Nice place to hand out.. pizza is good,5 years ago
Sumant Goenka,4.0,Enjoyed everytime we dine here.,6 years ago
Kaushik Agarwal,3.0,Okayish food. Does not justify the hype built around the same. ,4 years ago
Babul Bhatt,5.0,Great food and equally good ambience,4 years ago
Sahana Maz,5.0,Brilliant food.. service excellent..,5 years ago
Aravind K,5.0,This is probably the best pizza in park street area,4 years ago
Vaibhav Sethia,5.0,All time favourite Italian Mexican Resto Bar,6 years ago
Mousumi Banerjee,5.0,Excellent environment....food is awesome,4 years ago
Harsh agarwal,5.0,One of the oldest place to have Italian food.,5 years ago
chandan thakur,5.0,Best place to eat pizza Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,7 months ago
Prince Saloon,5.0,Superb place   for Authentic Italian Food !,4 years ago
Emma Alderuccio,2.0,"Expensive, food just okay",4 years ago
Marjit Singh,4.0,Good for Italian foods Food : 4/5   |   Service : 4/5   |   Atmosphere : 4/5 Food : 4/5   |   Service : 4/5   |   Atmosphere : 4/5 ,7 months ago
prasun kumar basu,3.0,Very good restaurant with tasty Pizzas.,6 years ago
Ayan Chatterjee,5.0,Great food. Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,7 months ago
sayantani ghosh,5.0,Loved it.. Food : 4/5   |   Service : 4/5   |   Atmosphere : 4/5 Food : 4/5   |   Service : 4/5   |   Atmosphere : 4/5 ,5 months ago
miraj shah,5.0,Best thin crust Pizza in Kolkata.,4 years ago
Nadir Shah,5.0,One of the finest Italian restaurants in Kolkata.,2 years ago
Mridul Pandey,5.0,Good place Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,4 months ago
Parna Basu,5.0,Best Italian Food Ever!!!   Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,a year ago
Alok Misra,5.0,Second best pizza in Kolkata and the best in a restaurant.,4 years ago
Santhosh Reddy,5.0,Best place for outing Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,7 months ago
Sanjay Kumar Poddar,5.0,It's one of the best Italian in town.,6 years ago
Shirisha Reddy,5.0,Excellent hotel Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,7 months ago
Neelam Yadav,5.0,Wow nice one,7 months ago
Shivam Yadav,5.0,Best pizza place Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,7 months ago
Ruby Tripathi,4.0,Famous for Italian food,7 months ago
Pushan Mukherjee,5.0,One of the better wood fired pizza place.,5 years ago
DivyaLakshmi S,5.0,Nice place,2 months ago
Damanjit Chohan,3.0,Excellent food but over priced,4 years ago
Francois Stadtmann,4.0,"Not a ceap place, but very good Food.",5 years ago
Anant Saraf,4.0,Best place for Italian food in Kolkata !,4 years ago
Shailendra Dubey,4.0,Very costly but good food.,2 years ago
Rashmi Mohata,4.0,Very expensive but good food,4 years ago
Nav Singhi,5.0,One of the best place for Italian Food,a year ago
Ritesh P,3.0,Average. The food is not great as it used to be earlier.,4 years ago
Alok Raj,5.0,    Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,4 months ago
Lalit Kapoor,4.0,Nice Italian food with a relaxed quiet aura,6 years ago
Bishnu Pada Das,4.0,Original Italian restaurant with premium taste..!,5 years ago
Suchismita Ghosh,5.0,"Clean,testty and awesome food.",5 years ago
Arora D.P. Electronics,3.0,Pizza not cheesy enough despite asking for extra cheese .,6 years ago
Jay Shah,3.0,Good place for pizza Food : 3/5   |   Service : 3/5   |   Atmosphere : 4/5 Food : 3/5   |   Service : 3/5   |   Atmosphere : 4/5 ,7 months ago
Naveen Dase,3.0,Very good .,7 months ago
abinash shankar,4.0,Good for unlimited pizza cravings,5 years ago
Samarpita Lahiri Ghosh,5.0,Good pizza every single time!,4 years ago
Sunil Gandhi,4.0,Good place for authentic Italian food,5 years ago
phani yedulapally,5.0,Good ambience,7 months ago
Namita Halalyr7hyeyyryye u27ewu,5.0,Loved it as always. Same taste...,4 years ago
Pranab Chowdhury,5.0,Mah office is nearby every Saturday i hang out there,4 years ago
Anirudh Kajaria,5.0,A very close cousin of  authentic Italian cuisine,6 years ago
Nikita Bidve,5.0,Very Nice..,7 months ago
Nidhi Parimoo,5.0,Delicious pizza Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,3 months ago
kishore das,4.0,Tasty pizzas....  Awesome Italian cuisine...,7 years ago
Assk Gboy,5.0,Overall is good Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,7 months ago
sugato dutt,3.0,"Food is good, service is patchy.",4 years ago
KONDALA MUKESH (MUKKY),4.0,Good place and real Italian taste,3 years ago
Mohammad Wasi,5.0,Great atmosphere Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,7 months ago
SASIKUMAR SANGAPILLAI,5.0,Quality and ambience,7 months ago
Abhijit Ray,5.0,Outstanding Italian food.,10 months ago
abhilash mohan,2.0,Good to explore.,7 months ago
rajesh borkar,5.0,Superb.... Tast... Kid-friendliness: Safe p lace ,7 months ago
moin subair,5.0,Variety of options on point. Not very light on the pocket though.,3 years ago
Aniket Chaudhuri,4.0,Pizzas are really good. Lots of options.,5 years ago
Toopsi Ray,3.0,Pizza was delicious but dessert was rubbish,3 years ago
Priti Nirgude,5.0,Loved the taste     Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,7 months ago
Prateek Sancheti,5.0,Great ambience. Great food.,4 years ago
Abaneeta Chakraborty,5.0,Try the Indian version of their Pizza ! Rocking.,5 years ago
Sanjay Sawhney,5.0,Excellent food all Italian but expensive,7 years ago
Divyah Chandgothia,5.0,Best pizza's in the city  ,2 years ago
Avuku sireesha,4.0,Good Food : 4/5   |   Service : 4/5   |   Atmosphere : 4/5 Food : 4/5   |   Service : 4/5   |   Atmosphere : 4/5 ,7 months ago
Somnath Khote,5.0,Best,7 months ago
ALL KIND OF STUFF,5.0,Good,7 months ago
Swayam Das,4.0,"Amazing ambience! Food : 3/5   |   Service : 4/5   |   Atmosphere : 5/5 Parking space 
Somewhat difficult to find parking Food : 3/5   |   Service : 4/5   |   Atmosphere : 5/5 Parking space 
Somewhat difficult to find parking ",8 months ago
Muhammed Afsal,5.0,Nice Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,7 months ago
s m,4.0,Awesome Food : 4/5   |   Service : 4/5   |   Atmosphere : 5/5 Food : 4/5   |   Service : 4/5   |   Atmosphere : 5/5 ,7 months ago
R.ARUL VEGNESH ARUL EEE,5.0,Good Food : 4/5   |   Service : 4/5   |   Atmosphere : 4/5 Food : 4/5   |   Service : 4/5   |   Atmosphere : 4/5 ,7 months ago
satishsb bubali,5.0,Good Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,7 months ago
Sai Rakesh,5.0,Excellent Food : 4/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 4/5   |   Service : 5/5   |   Atmosphere : 5/5 ,7 months ago
Pradeep Kumar,4.0,Good Food : 4/5   |   Service : 4/5   |   Atmosphere : 4/5 Food : 4/5   |   Service : 4/5   |   Atmosphere : 4/5 ,7 months ago
